0.001542,-0.054942,0.054930,0.008895,-0.355010,-0.325950,-0.098565,-0.050900,0.306388,-0.230583,0.282176,0.001233
0.015566,0.075778,0.120328,-0.128198,-0.204291,-0.385292,-0.132424,0.137961,-0.268393,0.158595,-0.371952,-0.144282
-0.240584,-0.080886,0.069575,0.627175,0.082356,0.053733,0.041584,-0.066739,0.224674,0.005499,-0.211293,0.238139
0.415172,-0.233519,-0.154913,-0.287331,-0.167666,-0.283601,-0.225217,0.091652,0.227715,-0.164482,-0.338150,-0.124692
-0.044676,0.365553,-0.012766,0.205141,-0.228959,-0.064615,-0.098847,-0.422316,-0.081158,-0.078824,-0.071242,-0.208419
0.128686,-0.248139,-0.461929,0.015543,-0.368557,0.248800,0.088547,0.042137,-0.068703,-0.075104,-0.146838,-0.360763
0.278369,-0.153326,-0.275175,-0.061201,0.297103,-0.269171,-0.280978,-0.289278,0.148689,0.254859,-0.200761,0.352281
0.455373,-0.111640,-0.290155,-0.253619,-0.022912,-0.055966,0.025398,0.109507,-0.308129,-0.223159,0.317687,0.097925
0.013626,0.369527,-0.010752,-0.355464,0.012889,0.249735,0.055305,0.347121,0.085067,-0.202204,-0.181537,0.000558
-0.365881,0.081269,-0.354128,-0.180730,-0.042097,-0.486084,-0.212087,-0.016258,0.056038,0.159017,0.144561,0.323215
0.088458,0.077860,-0.228365,-0.168287,0.192435,-0.270435,0.209593,-0.160600,-0.548124,0.042411,0.062497,0.300419
-0.130732,-0.203323,0.175981,0.047744,0.462776,0.267432,-0.055826,0.140505,0.306737,-0.162415,-0.147209,0.188259
0.063044,0.071299,0.163841,-0.165406,-0.214807,0.268849,-0.296790,-0.216862,-0.123202,0.172350,-0.112216,0.487043
0.351334,-0.081908,0.333811,-0.019906,0.354458,0.264261,-0.096843,-0.193662,0.239750,0.303722,-0.118840,0.068151
-0.056556,-0.291976,-0.036508,-0.388576,0.089617,-0.092078,0.621939,0.237870,-0.109571,-0.165646,-0.191398,-0.258154
-0.301867,-0.276721,0.139531,-0.126637,-0.345957,0.099537,-0.382137,0.107342,-0.005489,0.086690,-0.225628,0.057265
0.443790,0.115958,0.304250,0.471524,-0.026516,0.136288,0.375309,0.283915,0.159721,-0.128098,-0.157782,-0.028445
-0.285500,-0.246047,0.247105,0.105164,-0.185776,0.026029,0.080737,-0.523058,0.234391,-0.041363,0.085934,0.037687
0.066090,0.388400,-0.079005,-0.029446,0.137766,-0.173982,0.469255,-0.146884,0.015550,0.121221,-0.110722,-0.055984
0.005725,-0.274558,-0.199376,0.241080,-0.080883,0.112079,-0.225008,0.177097,-0.276114,0.034943,0.085473,-0.260101
0.027310,-0.129891,-0.356079,-0.020095,0.063365,0.099988,-0.284017,0.260853,0.250803,0.158561,-0.370999,0.202930
0.142983,-0.066162,-0.246907,0.230949,0.282601,-0.018287,0.264903,0.080491,0.189844,0.210172,-0.510825,0.096494
-0.053162,-0.532263,0.100846,0.145864,0.013511,-0.163487,-0.054321,0.370208,-0.247774,-0.041516,-0.295191,0.049560
