w0 w1 height_keep balance_keep mimic_q mimic_dq cmd_linear cmd_angular torque torque_d contact terminal 
0.02 0.23 9718.2 7875.4 3422.43 1847.46 360.574 2345.41 9437.58 7554.2 1058.96 0 
0.02 0.24 9704.7 7909.19 3178.87 1765.34 343.411 1956.14 9440.47 7639.8 876.609 0 
0.02 0.25 9668.07 6242.98 2668.19 1662.9 328.283 1043.99 9265.87 7683.25 719.084 0 
0.02 0.26 9639.09 5997.01 2513.43 1611.1 314.006 929.674 9277.77 7770.72 703.381 0 
0.02 0.27 9607.66 5818.3 2379.34 1570.6 301.139 822.845 9295.44 7836.61 710.034 0 
0.02 0.28 9567.23 5581.55 2247.07 1531.3 288.989 788.344 9307.58 7893.34 720.039 0 
0.02 0.29 9527.28 5501.67 2124.24 1497 277.223 762.331 9318.2 7954.17 729.839 0 
0.02 0.3 9474.34 5173.99 2011.15 1466.47 266.002 745.33 9340.9 8008.4 745.929 0 
0.02 0.31 9385.17 4208.4 1926.03 1444.38 254.984 774.355 9379.22 8006.5 755.176 0 
0.02 0.32 9348.09 4041.14 1852.61 1428.9 244.987 802.107 9389.79 8094.69 777.56 0 
0.02 0.33 9329.2 4170.2 1781.94 1415.08 234.948 871.184 9396.95 8202.56 812.632 0 
0.02 0.34 9309.73 4348.27 1703.55 1402.01 225.55 985.391 9402.1 8285.03 861.258 0 
0.02 0.35 9301.54 4597.15 1636.91 1390.23 216.604 1022.55 9418.08 8354.97 929.715 0 
0.02 0.36 9279.31 4759.82 1571.99 1379.33 207.741 935.755 9443.92 8422.06 967.082 0 
0.02 0.37 9258.24 4897.66 1506.95 1366.41 199.51 918.216 9469.65 8466.84 1017.32 0 
0.02 0.38 9252.56 5233.91 1443.9 1355.39 191.383 985.715 9489.27 8511.52 1143.17 0 
0.02 0.39 9255.23 5702.75 1377.04 1349.15 183.95 1130.32 9507.24 8578.92 1345.22 0 
0.02 0.4 9280.23 6501.85 1311.92 1345.17 177.497 1353.57 9526.58 8634.31 1718.18 0 
0.02 0.41 9352.54 7677.59 1248.97 1329.04 171.177 2028.15 9584.67 8718.67 2811.66 0 
0.02 0.42 9374.8 7963.35 1179.01 1323.47 164.945 3352.07 9662.36 8861.48 3526.88 0 
0.02 0.43 9357.45 8031.85 1109.68 1314.99 159.736 3807.15 9686.67 8933.04 3818.29 0 
0.02 0.44 9337.98 8094.43 1043.88 1307.32 155.134 4160.21 9706.43 8998.57 4117.06 0 
0.02 0.45 9317.63 8153.74 982.262 1300.42 151.284 4435.52 9723.95 9054.86 4398.01 0 
0.02 0.46 9297.18 8216.71 925.194 1294.01 148.583 4666.83 9738.39 9118.46 4615.1 0 
0.02 0.47 9277.4 8277.4 871.696 1288.1 146.352 4908.42 9753.9 9169.39 4780.64 0 
0.02 0.48 9257.15 8338.08 822.702 1282.39 144.858 5141.18 9767.77 9223.43 4896.97 0 
0.02 0.49 9238.23 8390.83 777.253 1277.59 144.163 5386.46 9780.71 9273.72 5022.31 0 
0.02 0.5 9221.35 8437.86 735.774 1273.47 143.757 5627.79 9793.59 9323.19 5127.16 0 
0.02 0.51 9207.94 8473.22 696.883 1270.08 143.349 5730.03 9804.79 9368.34 5253.58 0 
0.02 0.52 9194.73 8487.91 661.214 1267.44 143.014 5934.67 9814.99 9410.76 5337.58 0 
