x z pitch q0 q1 q2 q3 q4 q5 q6 q7 q8 q9 q10 q11 dq0 dq1 dq2 dq3 dq4 dq5 dq6 dq7 dq8 dq9 dq10 dq11 roll 
47.0248 0.28 0 0 -1.23865 1.01013 0 0.203034 1.02294 0 0.203034 1.02294 0 -1.23865 1.01013 0 1.75026 -9.00022 0 8.07958 -11.3323 0 8.07958 -11.3323 0 1.75026 -9.00022 0 
47.0348 0.28 0 0 -1.23637 0.998899 4.08563e-17 0.213217 1.00812 -4.08563e-17 0.213217 1.00812 0 -1.23637 0.998899 0 1.13816 -5.61489 2.04281e-14 5.0917 -7.41205 -2.04281e-14 5.0917 -7.41205 0 1.13816 -5.61489 0 
47.0448 0.28 0 -4.07556e-17 -1.24049 1.00155 0 0.218851 0.995047 0 0.218851 0.995047 4.07556e-17 -1.24049 1.00155 -2.03778e-14 -2.05866 1.32512 -2.04281e-14 2.81688 -6.53401 2.04281e-14 2.81688 -6.53401 2.03778e-14 -2.05866 1.32512 0 
47.0547 0.28 0 4.08563e-17 -1.24334 1.0081 0 0.215705 0.998889 0 0.215705 0.998889 -4.08563e-17 -1.24334 1.0081 4.08059e-14 -1.42798 3.2775 0 -1.57286 1.9206 0 -1.57286 1.9206 -4.08059e-14 -1.42798 3.2775 0 
47.0647 0.28 0 0 -1.24837 1.02292 0 0.206469 1.01011 0 0.206469 1.01011 0 -1.24837 1.02292 -2.04281e-14 -2.5126 7.40692 0 -4.61789 5.60971 0 -4.61789 5.60971 2.04281e-14 -2.5126 7.40692 0 
47.0747 0.28 0 0 -1.25547 1.04557 0 0.191508 1.0281 0 0.191508 1.0281 0 -1.25547 1.04557 0 -3.5505 11.3276 0 -7.48095 8.99545 0 -7.48095 8.99545 0 -3.5505 11.3276 0 
47.0846 0.28 0 0 -1.26448 1.07553 0 0.171228 1.05212 0 0.171228 1.05212 0 -1.26448 1.07553 0 -4.50439 14.9796 0 -10.1396 12.0104 0 -10.1396 12.0104 0 -4.50439 14.9796 0 
47.0946 0.28 0 0 -1.27518 1.11219 0 0.14606 1.08135 0 0.14606 1.08135 0 -1.27518 1.11219 0 -5.35072 18.329 0 -12.5843 14.6149 0 -12.5843 14.6149 0 -5.35072 18.329 0 
47.1046 0.28 0 0 -1.28733 1.15492 0 0.116426 1.11494 0 0.116426 1.11494 0 -1.28733 1.15492 0 -6.07666 21.3639 0 -14.8167 16.7944 0 -14.8167 16.7944 0 -6.07666 21.3639 0 
47.1145 0.28 0 0 -1.30068 1.20309 0 0.0827326 1.15204 0 0.0827326 1.15204 0 -1.30068 1.20309 0 -6.67556 24.0873 0 -16.8469 18.5531 0 -16.8469 18.5531 0 -6.67556 24.0873 0 
47.1245 0.28 0 -4.32965e-17 -1.31497 1.25611 0 0.0453519 1.19186 0 0.0453519 1.19186 4.32965e-17 -1.31497 1.25611 -2.16482e-14 -7.14188 26.509 0 -18.6903 19.9078 0 -18.6903 19.9078 2.16482e-14 -7.14188 26.509 0 
47.1345 0.28 0 0 -1.3299 1.31339 0 0.00462297 1.23362 0 0.00462297 1.23362 0 -1.3299 1.31339 2.16482e-14 -7.46642 28.6392 0 -20.3645 20.8823 0 -20.3645 20.8823 -2.16482e-14 -7.46642 28.6392 0 
47.1444 0.28 0 0 -1.34517 1.37435 0 -0.0391501 1.27663 0 -0.0391501 1.27663 0 -1.34517 1.37435 0 -7.63244 30.4826 0 -21.8865 21.503 0 -21.8865 21.503 0 -7.63244 30.4826 0 
47.1544 0.28 0 0 -1.36039 1.43842 0 -0.0856933 1.32022 0 -0.0856933 1.32022 0 -1.36039 1.43842 0 -7.61275 32.0349 0 -23.2716 21.7953 0 -23.2716 21.7953 0 -7.61275 32.0349 0 
47.1644 0.28 0 -4.75803e-17 -1.37513 1.50499 0 -0.134757 1.36379 0 -0.134757 1.36379 4.75803e-17 -1.37513 1.50499 -2.37902e-14 -7.3679 33.2806 0 -24.5316 21.7828 0 -24.5316 21.7828 2.37902e-14 -7.3679 33.2806 0 
47.1743 0.28 0 0 -1.38882 1.57337 0 -0.186105 1.40676 0 -0.186105 1.40676 0 -1.38882 1.57337 2.37902e-14 -6.8455 34.1931 0 -25.6742 21.486 0 -25.6742 21.486 -2.37902e-14 -6.8455 34.1931 0 
47.1843 0.28 0 -5.10219e-17 -1.40078 1.64284 0 -0.23951 1.4486 0 -0.23951 1.4486 5.10219e-17 -1.40078 1.64284 -2.5511e-14 -5.98073 34.7348 0 -26.7027 20.9222 0 -26.7027 20.9222 2.5511e-14 -5.98073 34.7348 0 
47.1943 0.28 0 0 -1.41018 1.71256 0 -0.294741 1.48882 0 -0.294741 1.48882 0 -1.41018 1.71256 2.5511e-14 -4.69845 34.8587 0 -27.6153 20.1061 0 -27.6153 20.1061 -2.5511e-14 -4.69845 34.8587 0 
47.2043 0.28 0 0 -1.41601 1.78158 0 -0.351552 1.52692 0 -0.351552 1.52692 0 -1.41601 1.78158 0 -2.91726 34.5104 0 -28.4055 19.0507 0 -28.4055 19.0507 0 -2.91726 34.5104 0 
47.2142 0.28 0 0 -1.41712 1.84884 0 -0.409676 1.56245 0 -0.409676 1.56245 0 -1.41712 1.84884 0 -0.55678 33.6302 0 -29.0618 17.7679 0 -29.0618 17.7679 0 -0.55678 33.6302 0 
47.2242 0.28 0 0 -1.41222 1.91315 0 -0.468813 1.59499 0 -0.468813 1.59499 0 -1.41222 1.91315 0 2.45095 32.1565 0 -29.5686 16.2697 0 -29.5686 16.2697 0 2.45095 32.1565 0 
47.2342 0.28 0 6.32358e-17 -1.39993 1.97321 0 -0.528627 1.62413 0 -0.528627 1.62413 -6.32358e-17 -1.39993 1.97321 3.16179e-14 6.14428 30.0305 0 -29.9068 14.5693 0 -29.9068 14.5693 -3.16179e-14 6.14428 30.0305 0 
47.2441 0.28 0 0 -1.37892 2.02762 0 -0.588737 1.6495 0 -0.588737 1.6495 0 -1.37892 2.02762 -3.16179e-14 10.5086 27.2025 0 -30.0551 12.6823 0 -30.0551 12.6823 3.16179e-14 10.5086 27.2025 0 
47.2541 0.28 0 0 -1.34802 2.0749 0 -0.64872 1.67075 0 -0.64872 1.67075 0 -1.34802 2.0749 0 15.4493 23.6429 0 -29.9919 10.6274 0 -29.9919 10.6274 0 15.4493 23.6429 0 
47.2641 0.28 0 0 -1.30648 2.11362 0 -0.708115 1.6876 0 -0.708115 1.6876 0 -1.30648 2.11362 0 20.7675 19.3561 0 -29.6974 8.4272 0 -29.6974 8.4272 0 20.7675 19.3561 0 
47.274 0.28 0 0 -1.25418 2.14241 0 -0.766428 1.69982 0 -0.766428 1.69982 0 -1.25418 2.14241 0 26.1538 14.3969 0 -29.1564 6.10829 0 -29.1564 6.10829 0 26.1538 14.3969 0 
47.284 0.28 0 0 -1.19175 2.16018 0 -0.823148 1.70722 0 -0.823148 1.70722 0 -1.19175 2.16018 0 31.2155 8.88431 0 -28.3601 3.70126 0 -28.3601 3.70126 0 31.2155 8.88431 0 
47.294 0.28 0 0 -1.12065 2.16619 0 -0.877765 1.7097 0 -0.877765 1.7097 0 -1.12065 2.16619 0 35.546 3.00446 0 -27.3084 1.23988 0 -27.3084 1.23988 0 35.546 3.00446 0 
47.3039 0.28 0 0 -1.04301 2.16018 0 -0.929788 1.70722 0 -0.929788 1.70722 0 -1.04301 2.16018 0 38.8215 -3.00448 0 -26.0115 -1.23989 0 -26.0115 -1.23989 0 38.8215 -3.00448 0 
47.3139 0.28 0 0 -0.961243 2.14241 0 -0.978767 1.69982 0 -0.978767 1.69982 0 -0.961243 2.14241 0 40.8836 -8.88444 0 -24.4894 -3.70137 0 -24.4894 -3.70137 0 40.8836 -8.88444 0 
47.3239 0.28 0 0 -0.877706 2.11362 0 -1.02431 1.6876 0 -1.02431 1.6876 0 -0.877706 2.11362 0 41.7683 -14.3972 0 -22.7715 -6.1086 0 -22.7715 -6.1086 0 41.7683 -14.3972 0 
47.3338 0.28 0 -6.83194e-17 -0.794374 2.0749 0 -1.0661 1.67075 0 -1.0661 1.67075 6.83194e-17 -0.794374 2.0749 -3.41597e-14 41.6663 -19.3567 0 -20.8947 -8.42778 0 -20.8947 -8.42778 3.41597e-14 41.6663 -19.3567 0 
47.3438 0.28 0 0 -0.712683 2.02761 0 -1.1039 1.64949 0 -1.1039 1.64949 0 -0.712683 2.02761 3.41597e-14 40.8451 -23.6439 0 -18.9006 -10.6284 0 -18.9006 -10.6284 -3.41597e-14 40.8451 -23.6439 0 
47.3538 0.28 0 0 -0.633542 1.97321 0 -1.13757 1.62412 0 -1.13757 1.62412 0 -0.633542 1.97321 0 39.5707 -27.2039 0 -16.8328 -12.6837 0 -16.8328 -12.6837 0 39.5707 -27.2039 0 
47.3637 0.28 0 0 -0.557426 1.91314 0 -1.16704 1.59498 0 -1.16704 1.59498 0 -0.557426 1.91314 0 38.0582 -30.0324 0 -14.7345 -14.5712 0 -14.7345 -14.5712 0 38.0582 -30.0324 0 
47.3737 0.28 0 0 -0.484516 1.84882 0 -1.19233 1.56244 0 -1.19233 1.56244 0 -0.484516 1.84882 0 36.4548 -32.159 0 -12.6463 -16.2721 0 -12.6463 -16.2721 0 36.4548 -32.159 0 
47.3837 0.28 0 5.5409e-17 -0.414827 1.78156 0 -1.21354 1.5269 0 -1.21354 1.5269 -5.5409e-17 -0.414827 1.78156 2.77045e-14 34.8446 -33.6332 0 -10.6045 -17.771 0 -10.6045 -17.771 -2.77045e-14 34.8446 -33.6332 0 
47.3936 0.28 0 0 -0.348298 1.71253 0 -1.23082 1.48879 0 -1.23082 1.48879 0 -0.348298 1.71253 -2.77045e-14 33.2644 -34.514 0 -8.64089 -19.0544 0 -8.64089 -19.0544 2.77045e-14 33.2644 -34.514 0 
47.4036 0.28 0 0 -0.284859 1.6428 0 -1.24438 1.44857 0 -1.24438 1.44857 0 -0.284859 1.6428 0 31.7192 -34.8629 0 -6.78212 -20.1105 0 -6.78212 -20.1105 0 31.7192 -34.8629 0 
47.4136 0.28 0 0 -0.224467 1.57332 0 -1.25448 1.40671 0 -1.25448 1.40671 0 -0.224467 1.57332 0 30.1961 -34.7397 0 -5.05053 -20.9273 0 -5.05053 -20.9273 0 30.1961 -34.7397 0 
47.4235 0.28 0 0 -0.167121 1.50493 0 -1.26141 1.36373 0 -1.26141 1.36373 0 -0.167121 1.50493 0 28.673 -34.1987 0 -3.46464 -21.4919 0 -3.46464 -21.4919 0 28.673 -34.1987 0 
47.4335 0.28 0 0 -0.112873 1.43835 0 -1.26549 1.32015 0 -1.26549 1.32015 0 -0.112873 1.43835 0 27.1244 -33.287 0 -2.04007 -21.7895 0 -2.04007 -21.7895 0 27.1244 -33.287 0 
47.4435 0.28 0 0 -0.0618238 1.37427 0 -1.26707 1.27654 0 -1.26707 1.27654 0 -0.0618238 1.37427 0 25.5244 -32.042 0 -0.79036 -21.8027 0 -0.79036 -21.8027 0 25.5244 -32.042 0 
47.4534 0.28 0 0 -0.014129 1.31329 0 -1.26653 1.23352 0 -1.26653 1.23352 0 -0.014129 1.31329 0 23.8474 -30.4906 0 0.272237 -21.5111 0 0.272237 -21.5111 0 23.8474 -30.4906 0 
47.4634 0.28 0 0 0.0300086 1.25599 0 -1.26426 1.19174 0 -1.26426 1.19174 0 0.0300086 1.25599 0 22.0688 -28.6479 0 1.13636 -20.8912 0 1.13636 -20.8912 0 22.0688 -28.6479 0 
47.4734 0.28 0 0 0.0703382 1.20296 0 -1.26067 1.1519 0 -1.26067 1.1519 0 0.0703382 1.20296 0 20.1648 -26.5184 0 1.79148 -19.9172 0 1.79148 -19.9172 0 20.1648 -26.5184 0 
47.4833 0.28 0 0 0.106564 1.15476 0 -1.25622 1.11478 0 -1.25622 1.11478 0 0.106564 1.15476 0 18.1127 -24.0972 0 2.22844 -18.563 0 2.22844 -18.563 0 18.1127 -24.0972 0 
47.4933 0.28 0 -4.1735e-17 0.138347 1.11201 0 -1.25134 1.08117 0 -1.25134 1.08117 4.1735e-17 0.138347 1.11201 -2.08675e-14 15.8919 -21.3741 0 2.44071 -16.8045 0 2.44071 -16.8045 2.08675e-14 15.8919 -21.3741 0 
47.5033 0.28 0 -4.14192e-17 0.165318 1.07533 0 -1.24648 1.05192 0 -1.24648 1.05192 4.14192e-17 0.165318 1.07533 1.57905e-16 13.4854 -18.3392 0 2.42649 -14.625 0 2.42649 -14.625 -1.57905e-16 13.4854 -18.3392 0 
47.5133 0.28 0 0 0.187083 1.04536 0 -1.2421 1.02788 0 -1.2421 1.02788 0 0.187083 1.04536 2.07096e-14 10.8826 -14.9895 0 2.19152 -12.0201 0 2.19152 -12.0201 -2.07096e-14 10.8826 -14.9895 0 
47.5232 0.28 0 0 0.203247 1.02268 0 -1.23859 1.00987 0 -1.23859 1.00987 0 0.203247 1.02268 0 8.08186 -11.3368 0 1.75239 -9.00444 0 1.75239 -9.00444 0 8.08186 -11.3368 0 
47.5332 0.28 0 -4.08563e-17 0.213433 1.00785 0 -1.23632 0.998635 0 -1.23632 0.998635 4.08563e-17 0.213433 1.00785 -2.04281e-14 5.09314 -7.41492 0 1.13951 -5.61752 0 1.13951 -5.61752 2.04281e-14 5.09314 -7.41492 0 
47.5432 0.28 0 0 0.219069 0.994781 0 -1.24043 1.00128 0 -1.24043 1.00128 0 0.219069 0.994781 2.04281e-14 2.81762 -6.53559 0 -2.05851 1.32487 0 -2.05851 1.32487 -2.04281e-14 2.81762 -6.53559 0 
47.5531 0.28 0 0 0.215922 0.998624 0 -1.24329 1.00784 0 -1.24329 1.00784 0 0.215922 0.998624 0 -1.57348 1.92171 0 -1.4286 3.27883 0 -1.4286 3.27883 0 -1.57348 1.92171 0 
47.5631 0.28 0 0 0.206683 1.00985 4.09932e-17 -1.24832 1.02266 -4.09932e-17 -1.24832 1.02266 0 0.206683 1.00985 0 -4.61945 5.61262 2.04966e-14 -2.51413 7.41008 -2.04966e-14 -2.51413 7.41008 0 -4.61945 5.61262 0 
47.5731 0.28 0 0 0.191716 1.02785 4.11767e-17 -1.25542 1.04533 -4.11767e-17 -1.25542 1.04533 0 0.191716 1.02785 0 -7.48335 8.99994 9.17738e-17 -3.55282 11.3323 -9.17738e-17 -3.55282 11.3323 0 -7.48335 8.99994 0 
47.583 0.28 0 0 0.171431 1.05188 0 -1.26444 1.0753 0 -1.26444 1.0753 0 0.171431 1.05188 0 -10.1427 12.0162 -2.05884e-14 -4.50734 14.9856 2.05884e-14 -4.50734 14.9856 0 -10.1427 12.0162 0 
47.593 0.28 0 0 0.146255 1.08113 0 -1.27515 1.11197 0 -1.27515 1.11197 0 0.146255 1.08113 0 -12.5879 14.6217 0 -5.35412 18.336 0 -5.35412 18.336 0 -12.5879 14.6217 0 
47.603 0.28 0 0 0.116614 1.11473 0 -1.28731 1.15471 0 -1.28731 1.15471 0 0.116614 1.11473 0 -14.8207 16.8019 0 -6.08035 21.3716 0 -6.08035 21.3716 0 -14.8207 16.8019 0 
47.6129 0.28 0 0 0.0829111 1.15185 0 -1.30067 1.2029 0 -1.30067 1.2029 0 0.0829111 1.15185 0 -16.8512 18.5609 0 -6.6794 24.0952 0 -6.6794 24.0952 0 -16.8512 18.5609 0 
47.6229 0.28 0 0 0.0455214 1.19168 0 -1.31496 1.25594 0 -1.31496 1.25594 0 0.0455214 1.19168 0 -18.6949 19.9159 0 -7.14575 26.5171 0 -7.14575 26.5171 0 -18.6949 19.9159 0 
47.6329 0.28 0 0 0.00478313 1.23346 0 -1.3299 1.31323 0 -1.3299 1.31323 0 0.00478313 1.23346 0 -20.3691 20.8905 0 -7.47021 28.6473 0 -7.47021 28.6473 0 -20.3691 20.8905 0 
47.6428 0.28 0 0 -0.0389994 1.27649 0 -1.34517 1.37421 0 -1.34517 1.37421 0 -0.0389994 1.27649 0 -21.8913 21.5111 0 -7.63608 30.4906 0 -7.63608 30.4906 0 -21.8913 21.5111 0 
47.6528 0.28 0 0 -0.0855523 1.32009 0 -1.3604 1.4383 0 -1.3604 1.4383 0 -0.0855523 1.32009 0 -23.2764 21.8033 0 -7.61618 32.0425 0 -7.61618 32.0425 0 -23.2764 21.8033 0 
47.6628 0.28 0 0 -0.134625 1.36367 0 -1.37514 1.50487 0 -1.37514 1.50487 0 -0.134625 1.36367 0 -24.5365 21.7906 0 -7.37106 33.2879 0 -7.37106 33.2879 0 -24.5365 21.7906 0 
47.6727 0.28 0 0 -0.185983 1.40666 4.91812e-17 -1.38884 1.57327 -4.91812e-17 -1.38884 1.57327 0 -0.185983 1.40666 0 -25.6791 21.4934 2.45906e-14 -6.84836 34.2 -2.45906e-14 -6.84836 34.2 0 -25.6791 21.4934 0 
47.6827 0.28 0 0 -0.239399 1.44852 0 -1.40081 1.64276 0 -1.40081 1.64276 0 -0.239399 1.44852 0 -26.7077 20.9292 -2.45906e-14 -5.98325 34.7414 2.45906e-14 -5.98325 34.7414 0 -26.7077 20.9292 0 
47.6927 0.28 0 0 -0.29464 1.48874 0 -1.41021 1.71249 0 -1.41021 1.71249 0 -0.29464 1.48874 0 -27.6204 20.1128 0 -4.70058 34.8649 0 -4.70058 34.8649 0 -27.6204 20.1128 0 
47.7026 0.28 0 0 -0.351461 1.52686 0 -1.41605 1.78152 0 -1.41605 1.78152 0 -0.351461 1.52686 0 -28.4106 19.057 0 -2.91897 34.5162 0 -2.91897 34.5162 0 -28.4106 19.057 0 
47.7126 0.28 0 0 -0.409595 1.56241 0 -1.41716 1.84879 0 -1.41716 1.84879 0 -0.409595 1.56241 0 -29.067 17.7736 0 -0.558 33.6356 0 -0.558 33.6356 0 -29.067 17.7736 0 
47.7226 0.28 0 0 -0.468742 1.59496 0 -1.41226 1.91311 0 -1.41226 1.91311 0 -0.468742 1.59496 0 -29.5739 16.2749 0 2.45031 32.1616 0 2.45031 32.1616 0 -29.5739 16.2749 0 
47.7325 0.28 0 0 -0.528567 1.6241 0 -1.39997 1.97318 0 -1.39997 1.97318 0 -0.528567 1.6241 0 -29.9121 14.5739 0 6.14433 30.0351 0 6.14433 30.0351 0 -29.9121 14.5739 0 
47.7425 0.28 0 0 -0.588687 1.64948 0 -1.37896 2.0276 0 -1.37896 2.0276 0 -0.588687 1.64948 0 -30.0604 12.6863 0 10.5095 27.2066 0 10.5095 27.2066 0 -30.0604 12.6863 0 
47.7525 0.28 0 0 -0.648682 1.67074 0 -1.34805 2.07489 0 -1.34805 2.07489 0 -0.648682 1.67074 0 -29.9971 10.6308 0 15.4511 23.6465 0 15.4511 23.6465 0 -29.9971 10.6308 0 
47.7624 0.28 0 0 -0.708087 1.6876 0 -1.30651 2.11361 0 -1.30651 2.11361 0 -0.708087 1.6876 0 -29.7026 8.42989 0 20.7703 19.359 0 20.7703 19.359 0 -29.7026 8.42989 0 
47.7724 0.28 0 0 -0.76641 1.69982 0 -1.2542 2.14241 0 -1.2542 2.14241 0 -0.76641 1.69982 0 -29.1614 6.11025 0 26.1577 14.3991 0 26.1577 14.3991 0 -29.1614 6.11025 0 
47.7824 0.28 0 0 -0.823139 1.70722 0 -1.19176 2.16018 0 -1.19176 2.16018 0 -0.823139 1.70722 0 -28.3649 3.70244 0 31.2204 8.8857 0 31.2204 8.8857 0 -28.3649 3.70244 0 
47.7924 0.28 0 0 -0.877765 1.7097 0 -1.12065 2.16619 0 -1.12065 2.16619 0 -0.877765 1.7097 0 -27.3129 1.24027 0 35.5517 3.00493 0 35.5517 3.00493 0 -27.3129 1.24027 0 
47.8023 0.28 0 0 -0.929796 1.70722 0 -1.043 2.16018 0 -1.043 2.16018 0 -0.929796 1.70722 0 -26.0155 -1.24029 0 38.8276 -3.00495 0 38.8276 -3.00495 0 -26.0155 -1.24029 0 
47.8123 0.28 0 0 -0.978782 1.69982 0 -0.961218 2.14241 0 -0.961218 2.14241 0 -0.978782 1.69982 0 -24.4929 -3.70255 0 40.89 -8.88582 0 40.89 -8.88582 0 -24.4929 -3.70255 0 
47.8223 0.28 0 0 -1.02433 1.6876 0 -0.877669 2.11361 0 -0.877669 2.11361 0 -1.02433 1.6876 0 -22.7745 -6.11053 0 41.7745 -14.3994 0 41.7745 -14.3994 0 -22.7745 -6.11053 0 
47.8322 0.28 0 0 -1.06613 1.67074 0 -0.794324 2.07489 0 -0.794324 2.07489 0 -1.06613 1.67074 0 -20.8971 -8.43044 0 41.6722 -19.3597 0 41.6722 -19.3597 0 -20.8971 -8.43044 0 
47.8422 0.28 0 0 -1.10393 1.64947 0 -0.712623 2.02759 0 -0.712623 2.02759 0 -1.10393 1.64947 0 -18.9023 -10.6317 0 40.8506 -23.6475 0 40.8506 -23.6475 0 -18.9023 -10.6317 0 
47.8522 0.28 0 0 -1.1376 1.6241 0 -0.633471 1.97318 0 -0.633471 1.97318 0 -1.1376 1.6241 0 -16.8338 -12.6877 0 39.5758 -27.208 0 39.5758 -27.208 0 -16.8338 -12.6877 0 
47.8621 0.28 0 0 -1.16707 1.59495 0 -0.557346 1.9131 0 -0.557346 1.9131 0 -1.16707 1.59495 0 -14.735 -14.5757 0 38.0629 -30.0369 0 38.0629 -30.0369 0 -14.735 -14.5757 0 
47.8721 0.28 0 0 -1.19236 1.56239 0 -0.484427 1.84878 0 -0.484427 1.84878 0 -1.19236 1.56239 0 -12.6461 -16.2772 0 36.4592 -32.1639 0 36.4592 -32.1639 0 -12.6461 -16.2772 0 
47.8821 0.28 0 0 -1.21357 1.52684 0 -0.414729 1.7815 0 -0.414729 1.7815 0 -1.21357 1.52684 0 -10.6037 -17.7766 0 34.8489 -33.6385 0 34.8489 -33.6385 0 -10.6037 -17.7766 0 
47.892 0.28 0 0 -1.23085 1.48872 0 -0.348192 1.71246 0 -0.348192 1.71246 0 -1.23085 1.48872 0 -8.63955 -19.0605 0 33.2685 -34.5196 0 33.2685 -34.5196 0 -8.63955 -19.0605 0 
47.902 0.28 0 0 -1.24441 1.44848 0 -0.284746 1.64272 0 -0.284746 1.64272 0 -1.24441 1.44848 0 -6.7803 -20.117 0 31.7233 -34.8689 0 31.7233 -34.8689 0 -6.7803 -20.117 0 
47.912 0.28 0 0 -1.2545 1.40661 0 -0.224346 1.57323 0 -0.224346 1.57323 0 -1.2545 1.40661 0 -5.04827 -20.9341 0 30.2001 -34.746 0 30.2001 -34.746 0 -5.04827 -20.9341 0 
47.9219 0.28 0 0 -1.26143 1.36362 4.75803e-17 -0.166992 1.50482 -4.75803e-17 -0.166992 1.50482 0 -1.26143 1.36362 0 -3.462 -21.499 2.37902e-14 28.677 -34.2054 -2.37902e-14 28.677 -34.2054 0 -3.462 -21.499 0 
47.9319 0.28 0 0 -1.2655 1.32002 4.62093e-17 -0.112735 1.43823 -4.62093e-17 -0.112735 1.43823 0 -1.2655 1.32002 0 -2.0371 -21.7969 -6.8548e-16 27.1284 -33.294 6.8548e-16 27.1284 -33.294 0 -2.0371 -21.7969 0 
47.9419 0.28 0 0 -1.26708 1.2764 0 -0.0616779 1.37413 0 -0.0616779 1.37413 0 -1.26708 1.2764 0 -0.787123 -21.8103 -2.31047e-14 25.5285 -32.0493 2.31047e-14 25.5285 -32.0493 0 -0.787123 -21.8103 0 
47.9519 0.28 0 0 -1.26652 1.23336 4.40883e-17 -0.0139749 1.31314 -4.40883e-17 -0.0139749 1.31314 0 -1.26652 1.23336 0 0.275675 -21.5188 2.20442e-14 23.8515 -30.4981 -2.20442e-14 23.8515 -30.4981 0 0.275675 -21.5188 0 
47.9618 0.28 0 0 -1.26424 1.19157 4.32965e-17 0.0301709 1.25582 -4.32965e-17 0.0301709 1.25582 0 -1.26424 1.19157 0 1.13993 -20.8989 -3.95926e-16 22.0729 -28.6556 3.95926e-16 22.0729 -28.6556 0 1.13993 -20.8989 0 
47.9718 0.28 0 0 -1.26065 1.15172 -4.26544e-17 0.0705086 1.20277 4.26544e-17 0.0705086 1.20277 0 -1.26065 1.15172 0 1.79509 -19.9248 -4.29754e-14 20.1688 -26.526 4.29754e-14 20.1688 -26.526 0 1.79509 -19.9248 0 
47.9818 0.28 0 0 -1.25619 1.11458 0 0.106742 1.15456 0 0.106742 1.15456 0 -1.25619 1.11458 0 2.232 -18.5703 2.13272e-14 18.1166 -24.1046 -2.13272e-14 18.1166 -24.1046 0 2.232 -18.5703 0 
47.9917 0.28 0 0 -1.2513 1.08095 0 0.138533 1.1118 0 0.138533 1.1118 0 -1.2513 1.08095 0 2.4441 -16.8115 0 15.8956 -21.3812 0 15.8956 -21.3812 0 2.4441 -16.8115 0 
48.0017 0.28 0 0 -1.24644 1.05169 0 0.165511 1.07511 0 0.165511 1.07511 0 -1.24644 1.05169 0 2.42958 -14.6313 0 13.4888 -18.3457 0 13.4888 -18.3457 0 2.42958 -14.6313 0 
48.0117 0.28 0 0 -1.24205 1.02764 4.11767e-17 0.187282 1.04512 -4.11767e-17 0.187282 1.04512 0 -1.24205 1.02764 0 2.19416 -12.0254 2.05884e-14 10.8855 -14.995 -2.05884e-14 10.8855 -14.995 0 2.19416 -12.0254 0 
48.0217 0.28 0 0 -1.23855 1.00962 0 0.20345 1.02244 0 0.20345 1.02244 0 -1.23855 1.00962 0 1.75443 -9.00851 -2.05884e-14 8.08407 -11.3411 2.05884e-14 8.08407 -11.3411 0 1.75443 -9.00851 0 
48.0316 0.28 0 0 -1.23626 0.998383 0 0.213639 1.0076 0 0.213639 1.0076 0 -1.23626 0.998383 0 1.1408 -5.62008 0 5.09456 -7.41772 0 5.09456 -7.41772 0 1.1408 -5.62008 0 
48.0416 0.28 0 0 -1.24038 1.00103 0 0.219276 0.994528 0 0.219276 0.994528 0 -1.24038 1.00103 0 -2.05835 1.32457 0 2.81839 -6.53717 0 2.81839 -6.53717 0 -2.05835 1.32457 0 
48.0516 0.28 0 0 -1.24324 1.00759 0 0.216128 0.998373 0 0.216128 0.998373 0 -1.24324 1.00759 0 -1.42918 3.28002 0 -1.57402 1.9227 0 -1.57402 1.9227 0 -1.42918 3.28002 0 
48.0615 0.28 0 0 -1.24827 1.02242 0 0.206886 1.0096 0 0.206886 1.0096 0 -1.24827 1.02242 0 -2.51558 7.41302 0 -4.62089 5.61533 0 -4.62089 5.61533 0 -2.51558 7.41302 0 
48.0715 0.28 0 0 -1.25538 1.04509 0 0.191915 1.02761 0 0.191915 1.02761 0 -1.25538 1.04509 0 -3.55502 11.3368 0 -7.48557 9.00415 0 -7.48557 9.00415 0 -3.55502 11.3368 0 
48.0815 0.28 0 0 -1.2644 1.07507 0 0.171624 1.05166 0 0.171624 1.05166 0 -1.2644 1.07507 0 -4.51014 14.9913 0 -10.1456 12.0216 0 -10.1456 12.0216 0 -4.51014 14.9913 0 
48.0915 0.28 0 0 -1.27512 1.11176 0 0.146441 1.08091 0 0.146441 1.08091 0 -1.27512 1.11176 0 -5.35736 18.3426 0 -12.5913 14.6281 0 -12.5913 14.6281 0 -5.35736 18.3426 0 
48.1014 0.28 0 0 -1.28728 1.15452 0 0.116792 1.11453 0 0.116792 1.11453 0 -1.28728 1.15452 0 -6.08388 21.3788 0 -14.8245 16.809 0 -14.8245 16.809 0 -6.08388 21.3788 0 
48.1114 0.28 0 0 -1.30065 1.20272 0 0.0830812 1.15167 0 0.0830812 1.15167 0 -1.30065 1.20272 0 -6.68307 24.1029 0 -16.8553 18.5685 0 -16.8553 18.5685 0 -6.68307 24.1029 0 
48.1214 0.28 0 0 -1.31495 1.25577 0 0.0456829 1.19151 0 0.0456829 1.19151 0 -1.31495 1.25577 0 -7.14943 26.5249 0 -18.6992 19.9236 0 -18.6992 19.9236 0 -7.14943 26.5249 0 
48.1313 0.28 0 0 -1.3299 1.31308 0 0.00493572 1.23331 0 0.00493572 1.23331 0 -1.3299 1.31308 0 -7.47382 28.655 0 -20.3736 20.8983 0 -20.3736 20.8983 0 -7.47382 28.655 0 
